,Unnamed: 0,question,personal
716,1632.0,What’s your favorite way to celebrate achievements ,1
1754,2842.0,Who is the best coach you ever had ,1
5699,1681.0,What is the best way to improve your productivity at work,1
2417,516.0,What is the funniest thing you’ve heard a child saying ,1
4277,3136.0,Where can I find a bakery ,0
6239,19290.0,What’s the best piece of advice you’ve ever received from a mentor,1
3335,1689.0,What is the square root of 144 ,0
5545,1964.0,What is the most famous theme park in the world,0
1100,2421.0, What is the highest peak in North America,0
6415,36866.0,What’s something you’ve done to develop better communication skills,1
6100,5351.0,How do you deal with criticism,1
5882,1729.0,What is the largest city in Asia by population,0
6485,43836.0,How do you stay connected to your core values in busy times,1
5763,1860.0,What is the best way to network professionally,1
3985,2134.0, What is the largest snake in the world,0
5748,2027.0,What is the best way to manage your time effectively,1
2149,3178.0,How do I change my payment method ,0
3769,1778.0,What’s your favorite way to spend a lazy Sunday ,1
6446,39997.0,What’s one thing you’ve done to improve your emotional intelligence,1
1301,3510.0,Where is the nearest shopping street ,0
6282,23533.0,What’s one thing you hope to accomplish in the next five years,1
6299,25250.0,What’s something you wish you could change about your routine,1
2477,1211.0,What is the most ridiculous reason you gave for not dating someone ,1
590,2480.0,What’s your favorite type of music to relax to ,1
6796,74948.0,How do you ensure you stay in control of your emotions,1
5722,2346.0,What is the longest river in the world,0
680,751.0,Can we do without any kind of violence ,1
1344,667.0,What is the smallest size bed available in the United States ,0
6124,7775.0,What’s the most important quality in a friend,1
3113,2500.0,What’s your favorite way to improve your fitness ,1
4720,642.0,Is there any career advice that you would like to give to your younger self ,1
5981,1606.0,What is the best way to build self-confidence,1
4113,2895.0, What is the smallest country by population,0
3320,1433.0, What is the largest desert in the world,0
5773,1676.0,What is the most famous theater in London,0
645,2050.0, How do you build confidence in yourself,1
1420,3356.0,Where is the nearest grocery store ,0
5975,1651.0,What is the best way to achieve personal growth,1
3204,3715.0,What’s your go-to driving playlist ,1
6078,3129.0,What does success mean to you,1
5053,1472.0,What’s the best way to start your morning,1
2434,1021.0,Can you think about a job in which you will surely fail ,1
4377,2685.0, What is the highest recorded mountain in the world,0
292,2254.0,What is the name of the first woman in space ,0
3995,202.0,Romulus and Remus were raised by what animal ,0
6784,73736.0,How do you stay true to your goals when you feel discouraged,1
5802,1189.0,What is the best way to stay productive while studying,1
775,1818.0,How do you stay focused when working on goals ,1
929,277.0,Is your glass half full or half empty ,1
5727,1620.0,What is the most famous volcano in the world,0
5879,1556.0,What is the most famous beach in the world,0
4773,1588.0,How do you like to stay active during the week ,1
354,1148.0,Can you say that never a cheesy pickup line worked on you ,1
4118,2567.0, What is the smallest animal in the world,0
6893,84645.0,How do you ensure you’re not overwhelmed by negative feelings,1
5121,2417.0,How do you deal with negative feedback,1
5928,1461.0,What is the best way to improve your productivity,1
4882,2835.0,Who is the most disciplined person you know ,1
5296,1624.0,What is the most expensive painting ever sold,0
750,2620.0,Who was the first woman to be awarded the Nobel Prize ,0
6460,41311.0,What’s one thing you’ve done to become more comfortable with vulnerability,1
2004,728.0,What is the chemical symbol for water ,0
6782,73534.0,How do you balance self-criticism with self-compassion,1
3133,1472.0,How do you usually prepare for an important event ,1
2760,3512.0,Where can I find a hiking trail nearby ,0
1089,1655.0,Which bird is known for its colorful plumage ,0
3568,1580.0,What is the main ingredient in a Caesar salad ,0
1236,2872.0,Who is the most artistic person you know ,1
1234,3062.0,Can you recommend a good restaurant ,0
518,3644.0,Do you have a favorite family member ,1
4225,1745.0, What is the most famous historic monument in France,0
6971,92423.0,How do you stay motivated when progress feels slow,1
496,1856.0,What’s your favorite type of weather ,1
2609,1434.0,If you could live in any historical era which one would it be ,1
2050,1049.0,What was the name of the Egyptian God of the Sun ,0
2071,1320.0,"Stripes, chevron, floral, and plaid are examples of what ",0
3786,2384.0, What is the largest city by area in the world,0
984,332.0,"Parkers, trenches, bombers and peas are types of what winter outerwear ",0
1742,3718.0,What’s your favorite kind of weather ,1
3957,1164.0,Which gas is used in the treatment of respiratory conditions and is commonly inhaled for medical purposes ,0
6552,50504.0,How do you stay motivated when your goals feel out of reach,1
6878,83130.0,What’s one thing you do to find peace when life feels chaotic,1
1740,973.0,Have you ever cheated in any examination or competition ,1
557,2936.0,Do you have a favorite singer ,1
724,2493.0, What is the largest lake in Africa,0
4029,3143.0,What are the top tourist attractions in New York ,0
2201,318.0,Which animal can be seen on the Porsche logo ,0
5427,1943.0,What is the most famous painting in the world,0
2311,1216.0,"Do you know more than one language  If not, would you like to learn it ",1
5627,1861.0,What is the largest continent by population,0
6753,70605.0,What’s one thing you do to make sure you're taking care of your mental health,1
3920,3185.0,How do I create a new email account ,0
2243,3594.0,What is your favorite season of the year ,1
5240,1722.0,What is the longest bridge in North America,0
2955,2020.0, What is the deepest part of the Pacific Ocean,0
3410,2086.0,What’s the best way to set and achieve goals ,1
1311,2194.0,What is the capital city of Italy ,0
1078,3609.0,Have you ever been on a road trip ,1
4664,2157.0,What’s the best way to stay focused at work ,1
5719,1672.0,What is the most famous landmark in Tokyo,0
3945,2371.0, How do you set achievable goals,1
24,748.0,What is the smartest pickup line have you ever heard of ,1
4103,2767.0, What is the largest mountain range in the United States,0
5628,2333.0,What is the best way to stay fit and healthy,1
827,1091.0,"Google Chrome, Safari, Firefox, and Explorer are different types of what ",0
3170,2103.0,What is the chemical symbol for carbon ,0
1207,2916.0,Where were you born ,1
5489,2117.0,How do you improve your decision-making skills,1
6576,52928.0,How do you stay true to your personal values in tough situations,1
6652,60504.0,How do you maintain focus when you're working on long-term goals,1
2949,3152.0,Where can I buy a new backpack ,0
2997,3499.0,Where can I find a local movie theater ,0
5280,2436.0,What is the most popular food in the world,0
3856,1575.0,What is the most widely spoken language in the world ,0
1216,2059.0,What is the most dangerous animal in the world ,0
3136,770.0,What is an otoscope used for ,0
506,1668.0,What’s the most interesting place you’ve explored ,1
2779,2397.0, What is the oldest bridge in the world,0
2153,1598.0,What’s the most delicious meal you’ve ever had ,1
1582,2694.0, How do you prefer to travel,1
4424,1984.0,What’s your favorite way to spend a lazy day ,1
5854,1878.0,What is the best way to get out of a rut,1
2488,3483.0,Where can I rent a boat for the day ,0
5447,2502.0,What is the most famous castle in England,0
4899,2342.0,What is the name of the longest mountain range in the world ,0
6673,62625.0,What’s one thing you do to help you stay present in the moment,1
3074,1721.0,What is the largest continent by land area ,0
6341,29492.0,What’s something you’ve learned from spending time alone,1
4522,1001.0,Do you have any dark unsaid fears ,1
5189,3205.0,Who invented the first computer,0
6689,64241.0,What’s one thing you do to keep a sense of purpose every day,1
3646,2765.0,Who is your favorite sports team owner ,1
6867,82019.0,How do you deal with feelings of loneliness,1
1760,357.0,Which organ has four chambers ,0
3770,1018.0,"If you get a chance to be the most powerful person in the world, would you be ",1
6510,46361.0,What’s one thing you’ve done to develop more self-discipline,1
3860,2499.0,What is the term for a baby cat ,0
4944,3195.0, How do you prefer to communicate,1
4512,2537.0,What is the name of the largest continent ,0
4390,3735.0,Do you enjoy watching the stars at night ,1
2873,190.0,"What is your favorite quote, phrase, or dialogue  And where does it belong ",1
1933,3254.0,How do I apply for a job online ,0
2087,1667.0,What is the main component of the sun ,0
3666,1454.0,How do you usually start your mornings ,1
73,444.0,Do you like watching cartoon shows ,1
4709,3621.0,Do you like to play board games ,1
1552,2104.0,What’s the best way to overcome fears ,1
2051,1506.0,What is the primary purpose of photosynthesis ,0
1974,2649.0,"Who is the author of ""The Road"" ",0
3444,1567.0, What is the longest day of the year,0
968,810.0,What is the craziest thing you’ve ever done in front of your teacher ,1
1400,798.0,What one adrenaline-rushing thing do you like ,1
5282,1830.0,What’s the fastest way to lose weight,1
3043,568.0,Which two countries share the longest international border ,0
1021,2236.0, What is the biggest desert in Australia,0
2366,307.0,What feature did Instagram introduce in 2016 to compete with Snapchat ,0
3723,1249.0,Which country is Mount Everest located in ,0
5739,2089.0,What is the best way to boost your career,1
5515,2051.0,What is the best way to start a new project,1
5573,2126.0,How do you improve your productivity at work,1
